STUDENT,SCHOOL,CITY,GROUP,SUBJECT,SCORE,STARTDATE,ENDDATE,DURATION,ACTIVITYID
80781F62,EC9543EE,Sevilla,C994B56E,Matemáticas,3.2,01:24.0,09:24.0,3957,212160
BDB35866,941DF16E,Miami,C9F9A667,Español,6,25:59.5,20:36.5,3259,223358
FDD8A535,86E9CA90,Madrid,9FE1B21C,Matemáticas,8.2,07:25.9,55:34.6,5933,214358
48452B31,86E9CA90,Madrid,98038DFA,Matemáticas,6.6,19:49.8,46:04.5,4830,213755
69555474,09CA5749,México,28158D4E,Español,6.4,13:47.5,31:49.5,4573,223633
9173F42D,09CA5749,México,9A66125A,Español,6.8,57:44.5,13:15.5,4496,218564
1974D90E,86E9CA90,Madrid,13F44523,Matemáticas,4.4,59:11.6,55:48.2,6956,220639
53D2DC4C,283AA468,Santo Domingo,FCD3358E,Español,7.4,03:50.7,49:09.8,2686,217269
ED2924A8,283AA468,Santo Domingo,C69E0248,Matemáticas,7.8,05:52.4,20:33.6,869,226242
A519FE7B,09CA5749,México,0856143E,Matemáticas,2.4,21:28.2,49:11.9,1634,220342
BBFFF38D,09CA5749,México,54C611F3,Español,8,14:19.4,48:36.4,5381,225577
3CEE893A,283AA468,Santo Domingo,FCD3358E,Matemáticas,4.4,35:17.4,57:14.3,8359,226531
95B67B5B,EC9543EE,Sevilla,DD78E4F2,Matemáticas,4,59:02.9,07:21.6,4351,222984
A4321CD7,941DF16E,Miami,C9F9A667,Español,5.2,09:11.1,02:13.1,3013,214786
AE983DD9,202CF59E,Toronto,B0A614D0,Matemáticas,8.6,31:23.6,29:14.3,6285,225065
B9406B1C,7FB68715,México,1D4DD4AF,Español,7.2,03:55.3,33:38.3,1757,226558
0B107C71,EC9543EE,Sevilla,BF894D66,Español,5,01:41.8,58:46.0,3394,211892
EEF1AC34,EC9543EE,Sevilla,704CAD77,Español,6.6,07:19.1,18:42.3,4257,223318
5689E351,283AA468,Santo Domingo,B0F220CF,Español,5.6,24:48.6,08:10.9,2570,221124
8389CF83,09CA5749,México,D467E60B,Matemáticas,9.4,08:10.9,26:37.6,4682,212772
10F26F34,EC9543EE,Sevilla,C994B56E,Matemáticas,5.2,43:10.3,56:18.0,2060,217693
840D9D89,86E9CA90,Madrid,8A40BFCE,Matemáticas,7.2,11:36.9,58:37.9,9746,217814
D07DF38B,09CA5749,México,CA06FAD8,Matemáticas,4.2,00:25.1,13:33.5,4372,218582
0488431E,09CA5749,México,D467E60B,Matemáticas,8.8,00:47.0,11:23.4,7810,215298
79FAB901,09CA5749,México,03173AB3,Matemáticas,8.8,01:13.2,02:26.2,6756,214798
CF37693C,7FB68715,México,1D4DD4AF,Matemáticas,7.6,34:19.2,21:29.5,6206,224873
82CFEC8F,86E9CA90,Madrid,44FDE1F5,Matemáticas,8.2,24:09.3,26:37.0,2550,216076
8583B85F,09CA5749,México,E62B481F,Español,6.8,09:07.5,52:51.7,2582,217500
BCC8B8DB,86E9CA90,Madrid,8A40BFCE,Español,5.4,47:01.4,44:23.3,1915,220128
4C29109B,86E9CA90,Madrid,26B235A9,Matemáticas,5.6,04:24.0,20:10.3,8105,215751
D5428BBC,09CA5749,México,03173AB3,Español,9.4,27:20.5,30:43.4,3432,219501
63829192,86E9CA90,Madrid,58EE1181,Español,8.6,29:41.9,54:23.9,4764,220572
0BD7F5BE,86E9CA90,Madrid,13F44523,Matemáticas,6,02:17.9,37:06.3,5511,216652
800E9C3F,E466890F,Londres,569B74E6,Español,7,47:41.5,21:39.0,7257,223393
3D01972E,283AA468,Santo Domingo,FCD3358E,Español,8.8,14:36.2,40:28.7,1512,216803
C4342BA9,E466890F,Londres,58D9EAA1,Matemáticas,8.4,52:27.8,45:22.7,6637,220185
E20FD742,86E9CA90,Madrid,51004085,Español,7.8,16:50.0,43:01.7,5143,220065
FA0B7C64,E466890F,Londres,58D9EAA1,Matemáticas,3.6,59:40.5,57:50.0,3410,224294
CA50790D,E466890F,Londres,58D9EAA1,Español,8.6,14:39.3,22:18.4,6213,224901
70A7E9DD,09CA5749,México,FD864B6F,Matemáticas,8.4,54:49.5,20:02.2,4599,212507
9DF19F54,283AA468,Santo Domingo,B0F220CF,Matemáticas,5.4,54:34.0,02:26.6,10992,220924
8BCAF027,09CA5749,México,0856143E,Matemáticas,5,24:47.9,10:02.3,6082,223062
107AD416,202CF59E,Toronto,B0A614D0,Español,6.2,20:41.7,10:24.8,13680,221210
0328FA52,09CA5749,México,C98221D8,Español,8,01:35.2,39:41.4,5795,213430
FD1133B1,09CA5749,México,C2812978,Matemáticas,9,02:10.4,48:46.0,6080,213926
00034CA9,7FB68715,México,1D4DD4AF,Matemáticas,5.8,17:32.6,29:23.8,4290,216201
BF912B38,283AA468,Santo Domingo,FCD3358E,Matemáticas,8.2,43:24.7,17:50.8,5613,221462
834BC398,09CA5749,México,54C611F3,Español,6.8,41:10.8,47:02.0,3938,222432
847573DC,86E9CA90,Madrid,FE6AB754,Español,8,52:10.1,21:51.6,5108,219023
BA65C232,283AA468,Santo Domingo,FCD3358E,Español,6.8,35:47.0,24:44.8,4906,219185
A4EF6194,EC9543EE,Sevilla,C994B56E,Español,3,13:58.6,58:52.4,5963,225927
1CAB4641,EC9543EE,Sevilla,DD78E4F2,Matemáticas,4.6,18:27.5,29:44.4,7821,216221
965FAFF9,202CF59E,Toronto,C7225A67,Matemáticas,6.2,06:29.3,44:57.3,2179,225479
91FC12C4,E466890F,Londres,DE784D8A,Matemáticas,1.6,12:51.6,13:45.6,4819,226764
DAFF9F84,E466890F,Londres,58D9EAA1,Español,8.8,01:22.3,08:23.0,3935,226428
BC927315,283AA468,Santo Domingo,B0F220CF,Matemáticas,6.4,07:05.0,13:02.7,3791,224673
79867AF2,86E9CA90,Madrid,9FE1B21C,Español,7.2,14:40.9,41:22.7,5185,219998
82C83236,09CA5749,México,C98221D8,Matemáticas,8.8,58:25.0,55:16.6,6757,214332
6604C4D3,86E9CA90,Madrid,746BBB70,Español,7.4,04:31.5,50:25.6,2459,217358
C2ECDD61,09CA5749,México,2958BD77,Matemáticas,7.4,00:56.1,23:53.8,4945,212676
8D131B22,86E9CA90,Madrid,D1EF56F6,Español,4.6,07:40.5,17:15.7,3987,218803
9C546001,09CA5749,México,2F5596BD,Matemáticas,NULL,56:28.3,NULL,NULL,NULL
5BB6C58F,09CA5749,México,2958BD77,Español,9.2,48:51.9,11:37.6,4941,218470
A72E087A,86E9CA90,Madrid,9FE1B21C,Español,8.8,11:24.4,05:02.4,6768,224470
0B6C454C,283AA468,Santo Domingo,C69E0248,Matemáticas,5.6,18:36.1,56:18.2,5834,224256
4FB4AF5D,283AA468,Santo Domingo,9A75E9F5,Matemáticas,3.4,06:51.9,27:32.7,8389,216129
95EC4C7E,86E9CA90,Madrid,8A40BFCE,Matemáticas,7.6,21:03.7,55:35.9,8954,217649
3C1E158F,941DF16E,Miami,C9F9A667,Matemáticas,3.2,05:51.1,29:29.7,4972,216207
1896DC86,941DF16E,Miami,C304FF9F,Matemáticas,6.8,15:13.9,40:48.5,5108,222238
21ECE3BA,09CA5749,México,03173AB3,Español,8.8,01:08.2,27:15.9,5148,219306
34A10D13,86E9CA90,Madrid,FE6AB754,Matemáticas,7,02:41.0,41:43.1,4637,213531
F167760F,09CA5749,México,54C611F3,Español,3,06:05.4,24:27.6,1086,219164
87E6BDD4,09CA5749,México,54C611F3,Matemáticas,8.2,45:45.3,27:05.8,6062,221795
5735AC36,7FB68715,México,1D4DD4AF,Matemáticas,8.8,26:38.5,06:43.5,5883,224508
4053E981,941DF16E,Miami,C304FF9F,Español,8.2,40:46.2,30:21.7,2944,216251
BC61CCF9,86E9CA90,Madrid,51004085,Español,6.2,02:32.0,44:45.0,2438,211667
42CC3B35,86E9CA90,Madrid,FE6AB754,Español,9,42:13.1,49:51.8,6468,220376
171D9AE5,09CA5749,México,D467E60B,Español,3,57:13.7,33:38.1,1886,216458
0B107C71,EC9543EE,Sevilla,BF894D66,Matemáticas,4.6,03:48.3,18:12.4,6958,218855
AAA51787,941DF16E,Miami,FFA1499F,Matemáticas,3.6,18:45.0,06:45.4,2784,222968
C3350CD3,09CA5749,México,54C611F3,Matemáticas,8.4,00:46.2,09:42.1,4077,218387
C1F1BCB1,09CA5749,México,B887D8EF,Matemáticas,8.6,55:01.5,58:22.0,3714,217804
F8483C61,941DF16E,Miami,FFA1499F,Matemáticas,6.6,56:52.1,32:00.9,5676,219563
D814890B,941DF16E,Miami,246E5F66,Español,6.8,50:37.8,56:15.2,9505,224255
3F434AEF,283AA468,Santo Domingo,9A75E9F5,Matemáticas,8.2,15:59.3,05:06.9,3260,214968
7A3F3AB0,86E9CA90,Madrid,8A40BFCE,Español,7.4,58:58.3,46:17.0,4726,220220
CE11A220,7FB68715,México,1D4DD4AF,Matemáticas,4,09:41.1,56:38.6,2794,214425
4A2947D7,09CA5749,México,C98221D8,Matemáticas,7.2,59:31.9,48:16.6,6491,213892
48452B31,86E9CA90,Madrid,98038DFA,Español,5.8,43:45.5,32:56.0,2758,216424
C8CE6F40,E466890F,Londres,58D9EAA1,Matemáticas,8.2,03:40.2,01:57.6,6740,214771
4A78A358,E466890F,Londres,58D9EAA1,Matemáticas,5,48:48.3,26:59.1,5320,219290
177A3425,941DF16E,Miami,6E88E1BD,Español,5.8,35:17.9,51:12.9,884,214080
B7F3342D,283AA468,Santo Domingo,FCD3358E,Español,6.8,54:12.1,58:59.5,2912,217825
231534CD,86E9CA90,Madrid,44FDE1F5,Español,9,15:23.1,56:50.1,6057,220683
FCD16555,09CA5749,México,C98221D8,Español,4.6,43:05.5,13:22.2,1788,215416
E4F30828,09CA5749,México,C2812978,Matemáticas,9.6,40:32.5,30:25.6,6311,212941
8B8B6509,86E9CA90,Madrid,13F44523,Matemáticas,2.6,02:00.9,29:12.8,5191,212882
295A0B5D,09CA5749,México,54C611F3,Matemáticas,5.4,01:34.2,06:48.8,7491,221082
2F4C00EB,09CA5749,México,FD864B6F,Matemáticas,7.8,05:41.3,41:22.2,8427,216857
B25CA605,09CA5749,México,0856143E,Matemáticas,9,00:23.4,30:10.2,5054,219472
4B47AD3E,202CF59E,Toronto,C7225A67,Español,NULL,32:33.4,NULL,NULL,NULL
B2F13A4A,09CA5749,México,0856143E,Matemáticas,9,07:29.6,08:38.8,7240,221148
83FD8DB7,86E9CA90,Madrid,13F44523,Matemáticas,6.2,02:31.2,19:00.6,3641,215699
A9455538,86E9CA90,Madrid,44FDE1F5,Español,6.4,15:42.7,03:11.0,4976,214846
2B633BBF,E466890F,Londres,DE784D8A,Matemáticas,1.4,33:04.1,02:37.2,2635,211975
B0F2E3A1,86E9CA90,Madrid,58EE1181,Español,7.2,13:02.0,44:58.4,5489,220162
BB7D3C84,941DF16E,Miami,246E5F66,Matemáticas,2.6,05:38.6,10:07.3,2599,215239
B6C75228,941DF16E,Miami,C304FF9F,Matemáticas,7.6,32:56.3,10:43.7,5843,221226
A1056F6A,86E9CA90,Madrid,1A1EA40A,Español,7.6,57:30.3,34:37.4,5623,219671
CDC8E590,941DF16E,Miami,C304FF9F,Matemáticas,6.6,33:29.2,34:05.7,6643,222020
219A43AB,09CA5749,México,28158D4E,Matemáticas,3.8,01:10.4,18:33.2,4606,218872
9BA9F6EE,09CA5749,México,FD864B6F,Español,5,48:30.5,28:50.3,2381,216178
051F205B,E466890F,Londres,58D9EAA1,Español,6.2,31:51.6,29:55.7,3276,223589
EE1B07B4,86E9CA90,Madrid,51004085,Español,8.6,00:43.0,17:06.0,4255,218793
98F53630,86E9CA90,Madrid,746BBB70,Español,7.2,52:53.0,43:14.1,2998,216943
E4048197,86E9CA90,Madrid,8A40BFCE,Matemáticas,5,06:58.0,52:30.4,6309,214141
6440AE30,86E9CA90,Madrid,13F44523,Matemáticas,6.6,32:28.8,12:10.9,2097,218505
2D5E379A,86E9CA90,Madrid,44FDE1F5,Matemáticas,7.4,56:04.1,00:49.4,7242,214699
993F5F03,86E9CA90,Madrid,8A40BFCE,Matemáticas,8,07:12.1,49:12.7,5829,213958
77BE9F0A,09CA5749,México,2958BD77,Matemáticas,9,03:16.6,54:49.5,3021,211829
64CC2AFB,EC9543EE,Sevilla,93C2E1E2,Español,5,18:29.7,47:48.1,3017,224061
BB3C06C0,941DF16E,Miami,246E5F66,Español,6.4,04:33.2,53:40.8,2900,222638
8E995449,09CA5749,México,54C611F3,Matemáticas,8.2,01:14.2,59:51.6,7065,220813
DCABAD2F,941DF16E,Miami,FFA1499F,Matemáticas,6.8,45:15.4,45:23.2,6726,217083
658AAA7A,202CF59E,Toronto,B0A614D0,Matemáticas,8,14:26.6,45:57.7,5171,222403
BC927315,283AA468,Santo Domingo,B0F220CF,Español,9.4,42:43.4,41:36.1,3410,222256
F22CB7FB,09CA5749,México,9A66125A,Matemáticas,6.8,59:30.7,54:36.4,6863,214287
681A6D57,7FB68715,México,1D4DD4AF,Español,6.2,48:35.1,14:51.9,5136,223199
8ADE25D5,86E9CA90,Madrid,1A1EA40A,Español,7,56:25.8,55:25.5,3443,217632
1832E987,86E9CA90,Madrid,51004085,Español,6.6,01:31.0,21:52.9,4634,212592
9DDB152D,202CF59E,Toronto,B0A614D0,Español,3.6,02:15.7,15:04.8,752,212324
97727790,86E9CA90,Madrid,58EE1181,Español,8.4,46:49.5,50:12.5,6351,222534
1E2660EA,09CA5749,México,9A66125A,Español,9,58:47.2,23:19.4,4814,219106
0AFEBE53,86E9CA90,Madrid,D1EF56F6,Matemáticas,3.4,12:27.1,00:10.4,1900,220826
16C8D3A6,7FB68715,México,4B2E8458,Español,6,49:44.1,31:20.2,2930,226494
31D72C4A,283AA468,Santo Domingo,2AC29FD1,Español,4,47:08.8,10:11.4,1349,224610
2F4C00EB,09CA5749,México,FD864B6F,Español,5.2,43:20.1,30:51.1,2825,219505
D6445DD9,09CA5749,México,B887D8EF,Español,1.8,43:28.3,01:21.7,568,217931
5F2DF331,EC9543EE,Sevilla,C994B56E,Matemáticas,3.6,09:34.4,14:22.3,3846,212302
D7C79E13,09CA5749,México,03173AB3,Español,9.2,03:37.0,54:19.4,2417,217580
EEF1AC34,EC9543EE,Sevilla,704CAD77,Matemáticas,3.4,53:02.3,05:28.8,4305,221041
8ADE25D5,86E9CA90,Madrid,1A1EA40A,Matemáticas,3.2,07:28.2,41:15.1,5387,213508
7D40B5C9,941DF16E,Miami,246E5F66,Matemáticas,5.4,03:17.8,55:49.5,6673,222683
3D9DFA56,09CA5749,México,2958BD77,Español,8.8,27:18.4,49:28.2,3905,217286
380195BC,09CA5749,México,28158D4E,Matemáticas,5.8,00:36.0,40:46.3,5966,219963
18C37CB0,09CA5749,México,FD864B6F,Español,7.8,03:30.4,21:19.0,4655,219001
D0016A80,86E9CA90,Madrid,746BBB70,Español,3,18:11.6,34:58.8,926,216533
D29617B8,09CA5749,México,FD864B6F,Español,6.2,51:03.6,05:56.5,4374,218203
E56D312A,86E9CA90,Madrid,1A1EA40A,Español,7.4,32:45.0,32:18.7,5085,221960
941A6E27,86E9CA90,Madrid,98038DFA,Matemáticas,3,53:49.4,08:40.3,863,215169
658AAA7A,202CF59E,Toronto,B0A614D0,Español,9.4,02:05.5,59:06.1,3305,224320
57872211,09CA5749,México,99916B46,Matemáticas,7,01:40.4,47:36.6,6105,220273
9FD358D0,283AA468,Santo Domingo,FCD3358E,Español,5.2,34:28.7,34:30.0,3561,216505
7D4070C3,09CA5749,México,C2812978,Matemáticas,8.2,14:26.4,55:02.6,6011,214319
C3FCFF8E,86E9CA90,Madrid,D1EF56F6,Matemáticas,4.6,13:11.8,36:28.7,4733,213272
D5FC5A50,E466890F,Londres,58D9EAA1,Matemáticas,7.4,35:28.0,20:29.0,2654,223355
14DF2064,E466890F,Londres,569B74E6,Matemáticas,4.4,06:27.0,05:48.2,2786,212063
B9406B1C,7FB68715,México,1D4DD4AF,Matemáticas,3.6,34:05.0,43:41.3,562,226567
FFEBED61,09CA5749,México,9A66125A,Español,4.4,48:26.3,51:15.8,3371,217405
0CE31416,941DF16E,Miami,E5E6DAA4,Español,6.8,11:48.8,09:09.0,5447,223037
F684B172,283AA468,Santo Domingo,2AC29FD1,Matemáticas,5.8,21:30.8,28:23.3,2693,221836
13A1C971,09CA5749,México,D467E60B,Matemáticas,7.2,00:39.8,04:44.6,7408,214942
C95A0CCA,09CA5749,México,C2812978,Matemáticas,6.8,01:29.3,07:45.0,7450,215111
70C982A8,09CA5749,México,CA06FAD8,Español,6.6,12:24.2,45:39.6,1927,222390
764559D7,202CF59E,Toronto,B0A614D0,Español,6,32:46.6,04:42.2,5326,218119
3BB14854,86E9CA90,Madrid,FE6AB754,Español,7.8,04:31.6,50:12.5,6288,220386
95EC4C7E,86E9CA90,Madrid,8A40BFCE,Español,4.8,07:13.7,50:26.3,6014,222540
8848E773,941DF16E,Miami,C9F9A667,Español,6.6,21:52.8,12:37.9,2851,224660
CBF13C5A,86E9CA90,Madrid,58EE1181,Español,7.8,58:04.0,54:57.1,3311,220594
6EDDA482,283AA468,Santo Domingo,B0F220CF,Español,5,30:44.0,08:40.0,2181,215167
0ED8A06B,E466890F,Londres,58D9EAA1,Español,8.2,14:05.5,51:41.6,5350,214103
6F877281,86E9CA90,Madrid,E90B9ABB,Español,8.6,46:16.7,32:48.8,6288,219608
3CED5503,941DF16E,Miami,E5E6DAA4,Español,7.6,25:57.2,09:25.7,6152,218374
B9A27B69,86E9CA90,Madrid,26B235A9,Español,5.4,01:08.6,25:58.9,1445,216053
970A1CB2,283AA468,Santo Domingo,2AC29FD1,Matemáticas,3,47:31.5,07:36.6,862,226136
DE2FDD68,09CA5749,México,28158D4E,Matemáticas,6,23:38.4,50:14.5,5158,217339
1806BF4B,EC9543EE,Sevilla,93C2E1E2,Matemáticas,2.4,38:33.6,48:09.1,1307,213883
FCE1F19A,09CA5749,México,03173AB3,Matemáticas,7.4,02:35.1,35:01.8,5525,213193
292B2A70,941DF16E,Miami,C9F9A667,Matemáticas,6,35:27.0,25:27.0,6411,219210
54527D5B,09CA5749,México,2958BD77,Matemáticas,8,01:01.7,22:30.5,4862,212617
A8F9E0D6,09CA5749,México,54C611F3,Español,3.4,32:28.3,49:16.8,876,220348
5836749,EC9543EE,Sevilla,C994B56E,Español,7.2,47:59.3,13:05.2,5065,218554
D6A8266F,86E9CA90,Madrid,98038DFA,Matemáticas,2.8,26:56.6,46:44.2,4668,213802
37B78ADA,941DF16E,Miami,C9F9A667,Español,5.4,57:22.9,03:13.4,6959,222868
A0FFED53,09CA5749,México,99916B46,Matemáticas,5.2,52:20.4,52:40.4,3583,220497
9BBF6A11,283AA468,Santo Domingo,2AC29FD1,Español,5.6,35:56.6,30:09.5,3017,221881
14C06A87,BC43B51C,Madrid,A0F8E7FD,Matemáticas,NULL,54:33.6,NULL,NULL,NULL
89E1777A,941DF16E,Miami,E5E6DAA4,Matemáticas,8.8,10:33.5,50:40.8,5985,224135
68813628,86E9CA90,Madrid,58EE1181,Matemáticas,6.2,04:36.6,10:05.6,6627,215238
6E8285F0,AE9E4D9C,Phoenix,A466AB58,Matemáticas,6.6,08:47.0,16:59.6,5226,221430
153942F2,BC43B51C,Madrid,A0F8E7FD,Matemáticas,8,34:33.4,59:30.0,2762,224327
EDB311EA,BC38F61F,Mazatlán,D9E831D1,Matemáticas,NULL,57:20.9,NULL,NULL,NULL
35BBF09C,F890389A,París,26E00EA4,Español,4.4,14:29.7,09:41.8,1088,227731
2FE08BA4,941DF16E,Miami,FFA1499F,Español,6.2,59:52.6,31:46.1,1902,219548
7576033D,86E9CA90,Madrid,13F44523,Matemáticas,6.4,30:29.1,04:06.4,5511,218088
9ABCF347,86E9CA90,Madrid,9FE1B21C,Matemáticas,3.4,04:46.4,25:09.2,4805,221718
EAEE1841,AE9E4D9C,Phoenix,D4213C76,Español,6.8,43:01.1,08:13.0,5017,218319
15B61DEE,67BB77A5,Brasilia,03983A49,Matemáticas,2.2,14:06.9,51:34.0,1673,214097
5770C78C,AFDB98BD,México,0CD0DFCD,Matemáticas,8.4,56:42.5,44:08.3,5250,213665
9C5BB978,09CA5749,México,54C611F3,Matemáticas,2,52:45.9,18:06.2,1333,218844
ADD3404A,67BB77A5,Brasilia,03983A49,Matemáticas,5.8,14:08.2,30:48.9,4569,216294
08B6C1D2,E09B244A,México,0A8C5712,Español,4,36:18.4,06:29.9,1773,215050
F91AC375,09CA5749,México,D467E60B,Español,6,41:49.0,17:27.4,2119,215613
62EE187B,D72C102D,Berlín,C65BF902,Español,2.2,32:54.2,58:14.5,1501,224304
DF91E6F0,1167FDAE,Berlín,CEADDC79,Matemáticas,5.2,11:18.2,57:28.1,2721,214481
730A462A,283AA468,Santo Domingo,9A75E9F5,Español,4.2,09:02.6,00:15.5,5936,222794
F943F32E,9E8D7DEF,Curitiba,84B42FFC,Matemáticas,4.2,31:15.6,32:15.8,3624,219575
90914252,9E8D7DEF,Curitiba,84B42FFC,Español,6,17:56.9,44:38.4,1229,223967
16EB7ED4,86E9CA90,Madrid,26B235A9,Matemáticas,8.2,04:44.0,19:58.8,10959,218935
518E04F0,67BB77A5,Brasilia,B6DC0F46,Matemáticas,7.8,19:22.2,23:11.7,7380,223428
E31BD1A3,7FB68715,México,E2FEC0DC,Matemáticas,9,45:36.8,24:27.2,1371,223455
499AFD53,9E8D7DEF,Curitiba,1556B002,Español,5.8,23:58.6,43:38.7,4588,225448
2D5723F0,9E8D7DEF,Curitiba,1556B002,Español,6.6,43:23.5,24:53.0,6042,226273
F69CC797,F890389A,París,68799CC0,Matemáticas,2,00:58.4,44:04.6,2307,217007
6C891F12,AE9E4D9C,Phoenix,15C13213,Español,NULL,12:15.2,NULL,NULL,NULL
0E95079C,86E9CA90,Madrid,8A40BFCE,Español,7.8,26:24.0,41:49.8,4442,220016
022E1A53,67BB77A5,Brasilia,6163354B,Matemáticas,9,34:29.0,01:07.6,5113,220860
FC362402,09CA5749,México,FD864B6F,Español,7.6,57:49.2,42:24.1,2656,216908
781AA0B6,D72C102D,Berlín,401C2F60,Español,4.6,34:32.4,43:52.9,4104,223945
BC29D27E,86E9CA90,Madrid,58EE1181,Español,6.4,35:11.6,40:55.5,3917,216831
CF09FD0A,941DF16E,Miami,C304FF9F,Matemáticas,5.6,58:02.4,23:16.5,5083,215896
BCB123FD,941DF16E,Miami,FFA1499F,Español,7.2,47:57.8,11:37.8,4878,221249
EE061F37,AFDB98BD,México,C764CBF0,Español,NULL,05:53.9,NULL,NULL,NULL
DD781852,09CA5749,México,CA06FAD8,Matemáticas,8,00:06.4,05:37.5,3909,218181
A8C932F7,86E9CA90,Madrid,E90B9ABB,Matemáticas,3.4,01:53.6,38:23.7,5759,213367
F0B77DC3,AFDB98BD,México,B58F05B2,Español,6.6,01:41.4,36:50.2,5614,219774
CCDCA579,7FB68715,México,4B2E8458,Español,6.8,45:31.7,28:32.1,2556,225047
ABE715E0,EC9543EE,Sevilla,BF894D66,Matemáticas,2.6,06:47.5,01:25.9,968,226047
223B2C84,86E9CA90,Madrid,44FDE1F5,Matemáticas,4.2,00:38.9,56:53.1,6863,214448
709C60D2,BC38F61F,Mazatlán,021F35C5,Español,2.6,25:50.0,30:33.3,271,226813
B265881F,D1AE6FE2,México,4EAD9229,Matemáticas,4,37:42.8,14:34.7,2195,228442
46897A9D,941DF16E,Miami,E5E6DAA4,Matemáticas,6.6,18:48.4,43:34.1,4738,222327
C92799AB,09CA5749,México,9A66125A,Matemáticas,8.2,02:57.7,30:24.0,4901,212940
7016C387,86E9CA90,Madrid,44FDE1F5,Español,7,14:04.7,41:32.9,5142,213525
FA7864B8,7FB68715,México,3FD6CC1B,Español,2.6,34:45.4,42:55.2,446,220060
60674206,7FB68715,México,3FD6CC1B,Español,6,08:09.2,59:25.9,3050,217855
57DB353D,09CA5749,México,FD864B6F,Español,7.8,53:04.8,59:58.2,3512,217881
2E80487F,F890389A,París,26E00EA4,Matemáticas,4.6,57:03.5,43:24.6,2754,226357
A26C3012,1167FDAE,Berlín,01885CA0,Español,6.4,33:19.7,23:28.9,2979,219118
C5F5660F,BC38F61F,Mazatlán,D9E831D1,Español,4,27:19.4,49:14.0,4847,224108
06E2484E,0F150B72,Phoenix,0FAFF238,Matemáticas,4.4,01:15.7,33:43.0,5313,213115
3AC448AB,1167FDAE,Berlín,929C93B6,Español,8.4,02:58.9,53:02.5,6506,214177
C2B534D3,283AA468,Santo Domingo,39609EC2,Español,4.4,51:45.0,24:59.4,2215,226588
2B9487C3,941DF16E,Miami,C9F9A667,Español,6.2,01:56.5,59:17.0,3361,214601
11C6B0DB,BC38F61F,Mazatlán,D9E831D1,Matemáticas,NULL,06:01.1,NULL,NULL,NULL
79290A06,AFDB98BD,México,DB7F496B,Matemáticas,9.8,32:03.0,59:27.0,5012,214610
0BB8579C,283AA468,Santo Domingo,FCD3358E,Español,4.4,20:35.1,28:01.6,434,223553
944AF133,EC9543EE,Sevilla,93C2E1E2,Matemáticas,3.6,13:59.8,55:32.3,2422,214356
B566DF3B,AE9E4D9C,Phoenix,90A3DC04,Matemáticas,8,38:35.7,06:45.5,4248,215059
8C62AED6,E09B244A,México,0A8C5712,Español,7,57:24.4,51:51.5,6723,220458
7D71B8E7,09CA5749,México,CA06FAD8,Matemáticas,6.8,00:49.0,33:13.9,5512,219635
D2C0918A,E466890F,Londres,58D9EAA1,Español,4.4,39:43.7,34:38.2,3237,216513
1F04CE3B,202CF59E,Toronto,C7225A67,Matemáticas,3,59:42.2,15:33.3,4503,221375
92DF689D,EC9543EE,Sevilla,704CAD77,Matemáticas,1.6,06:52.1,50:52.0,2488,211765
2D001E27,1167FDAE,Berlín,1A0D8B31,Matemáticas,7.6,00:43.1,29:22.4,5650,212891
51B921C8,EC9543EE,Sevilla,BF894D66,Español,6.4,44:25.8,15:18.2,1830,224720
CD76BA99,09CA5749,México,B887D8EF,Matemáticas,4,56:34.3,54:46.8,3439,220586
AB877824,9E8D7DEF,Curitiba,84B42FFC,Matemáticas,2.2,31:38.4,47:47.8,904,225558
D8E23A83,F890389A,París,5B7D207A,Matemáticas,4.6,14:21.6,57:36.0,4911,225872
ECCD8D40,AE9E4D9C,Phoenix,90A3DC04,Matemáticas,6.2,58:04.3,00:09.4,6444,211916
334B81DC,E09B244A,México,0A8C5712,Español,6.6,16:34.3,04:08.3,2710,214899
EFB3E321,86E9CA90,Madrid,8A40BFCE,Español,8.6,08:12.4,39:49.8,5203,213434
3B0CF319,AE9E4D9C,Phoenix,03BCD3B9,Matemáticas,4.2,46:05.9,24:45.7,2180,224968
12F2DF30,AFDB98BD,México,385500A7,Español,6.4,10:32.2,30:44.1,3345,216289
2059ECF4,AFDB98BD,México,8456CFF5,Matemáticas,2.4,36:09.0,56:54.5,856,217718
5AE6A52F,AE9E4D9C,Phoenix,A84FBCE4,Español,7.4,37:57.3,16:37.2,1485,212389
155B1B97,86E9CA90,Madrid,E90B9ABB,Español,7.4,35:26.7,24:03.6,6476,219140
A40E5C32,1167FDAE,Berlín,D1B6161B,Español,7,41:54.3,30:55.4,2888,219506
3A146310,7FB68715,México,E2FEC0DC,Español,7.4,48:02.6,03:32.6,4299,222875
5C4DC8AA,BC43B51C,Madrid,8934BB99,Español,3.4,40:26.3,03:29.4,3306,224433
6139EFA7,E466890F,Londres,DE784D8A,Matemáticas,2.6,02:47.4,54:52.9,1739,224216
68315E3D,1167FDAE,Berlín,D1B6161B,Español,6.8,47:34.3,31:04.3,6033,212974
C6512FDF,7FB68715,México,3FD6CC1B,Español,7.8,59:48.6,53:06.3,3179,222619
B6A428F5,941DF16E,Miami,FFA1499F,Matemáticas,2.6,10:17.2,28:33.2,7988,219383
F1B773D9,67BB77A5,Brasilia,B6DC0F46,Español,8.2,07:23.9,17:16.3,4000,218804
